Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
5,8.1,No,5,7,67.0
4,7.3,No,5,6,59.0
9,9.1,No,7,1,91.0
5,4.4,No,9,9,29.0
2,7.0,No,7,0,48.0
8,9.0,Yes,7,7,90.0
7,5.2,Yes,6,9,48.0
8,8.2,No,5,1,77.0
3,4.0,Yes,8,4,20.0
4,6.1,Yes,8,5,42.0
5,5.4,No,4,9,37.0
6,6.5,No,4,0,52.0
1,5.7,Yes,9,1,33.0
4,8.7,Yes,8,9,72.0
5,4.8,No,5,3,34.0
7,4.0,Yes,7,1,33.0
5,8.2,No,8,5,71.0
1,4.8,Yes,9,3,25.0
7,6.2,Yes,9,2,55.0
8,8.2,No,8,5,76.0
7,8.4,Yes,4,8,76.0
4,9.7,No,5,7,81.0
8,4.1,Yes,8,1,35.0
5,5.3,Yes,7,2,35.0
9,7.7,No,7,1,74.0
5,7.9,Yes,6,9,66.0
1,5.7,No,7,6,31.0
9,5.5,No,8,8,54.0
5,9.2,Yes,8,0,79.0
6,6.8,No,7,2,58.0
4,8.3,No,4,5,66.0
6,5.0,No,5,3,36.0
8,4.5,Yes,9,9,44.0
3,4.2,No,8,9,26.0
5,5.3,No,7,0,37.0
2,9.9,Yes,9,8,82.0
2,4.1,No,7,6,18.0
7,7.1,No,8,6,66.0
6,7.0,No,6,0,60.0
4,5.0,Yes,5,8,32.0
5,6.1,Yes,8,7,51.0
1,4.2,Yes,9,9,18.0
7,8.9,Yes,7,4,82.0
8,7.0,Yes,6,3,66.0
9,7.2,Yes,8,0,69.0
8,6.3,No,5,8,59.0
5,4.0,Yes,6,7,26.0
3,8.3,Yes,9,1,63.0
9,5.4,Yes,7,3,52.0
6,7.6,Yes,4,3,66.0
5,6.6,No,5,6,51.0
3,7.7,No,6,2,54.0
6,8.7,Yes,8,7,77.0
3,6.6,No,8,6,45.0
6,8.3,Yes,6,9,77.0
4,5.1,No,8,3,32.0
2,4.2,Yes,6,8,15.0
8,6.9,Yes,5,5,62.0
4,7.1,Yes,8,2,55.0
9,6.2,Yes,5,6,59.0
7,4.1,No,7,5,32.0
2,4.6,Yes,7,7,21.0
4,7.3,No,7,4,56.0
5,7.1,No,7,5,55.0
3,9.2,No,8,0,74.0
9,7.8,Yes,6,7,74.0
5,7.1,No,8,0,56.0
2,8.2,No,9,2,58.0
3,8.2,No,8,1,64.0
9,5.3,Yes,5,5,49.0
7,4.2,No,6,7,31.0
2,8.5,Yes,4,7,64.0
9,7.1,No,4,6,63.0
4,8.2,No,6,6,66.0
9,7.5,Yes,4,7,73.0
2,5.6,Yes,6,4,38.0
4,8.7,No,5,2,70.0
5,4.2,Yes,5,1,27.0
2,9.6,No,8,2,72.0
1,4.9,No,4,2,21.0
7,9.2,Yes,6,6,85.0
1,8.6,Yes,5,0,62.0
8,7.9,Yes,8,6,73.0
3,5.7,No,4,5,32.0
6,4.2,No,4,9,30.0
7,7.8,No,4,1,64.0
1,4.9,Yes,5,9,25.0
6,9.1,Yes,5,0,82.0
7,4.8,Yes,4,8,41.0
6,8.5,No,5,1,71.0
4,9.4,Yes,4,3,79.0
1,8.5,Yes,7,8,59.0
9,5.0,No,5,8,45.0
4,9.9,Yes,6,0,84.0
7,7.2,Yes,5,1,62.0
7,7.5,No,4,1,65.0
2,6.5,No,6,1,43.0
1,6.6,No,8,7,39.0
8,7.7,No,6,7,70.0
8,6.1,No,6,9,54.0
7,6.5,No,5,7,55.0
8,6.1,Yes,9,3,55.0
3,4.4,Yes,6,7,25.0
2,7.4,No,6,6,52.0
7,4.1,No,4,7,31.0
8,7.4,Yes,5,0,68.0
1,4.8,No,4,2,19.0
9,9.0,No,5,9,87.0
4,9.0,Yes,8,5,71.0
4,8.8,Yes,9,0,74.0
3,5.7,No,6,3,35.0
6,8.2,No,5,8,69.0
1,5.1,Yes,6,6,24.0
6,4.2,No,6,0,29.0
2,5.7,Yes,7,5,34.0
9,9.5,Yes,4,5,93.0
2,7.7,No,9,1,52.0
7,4.6,Yes,5,5,37.0
1,7.2,Yes,8,9,49.0
7,4.5,Yes,9,1,38.0
5,5.7,No,7,7,44.0
8,8.4,No,4,6,75.0
4,6.1,No,8,5,44.0
7,9.0,Yes,8,9,84.0
6,7.8,Yes,6,5,65.0
5,9.0,No,4,8,75.0
4,4.8,Yes,7,8,29.0
7,7.4,Yes,5,9,67.0
5,6.2,No,5,9,50.0
5,5.1,Yes,7,1,38.0
1,9.1,Yes,6,2,66.0
2,6.3,Yes,6,9,42.0
5,8.9,Yes,8,6,76.0
3,7.9,Yes,4,9,64.0
2,4.8,Yes,8,8,26.0
4,5.2,No,5,5,31.0
4,7.9,No,7,0,63.0
4,9.3,Yes,4,6,77.0
4,8.1,No,7,0,61.0
3,5.6,No,4,4,33.0
7,4.6,No,9,8,39.0
9,5.6,Yes,5,9,52.0
5,9.4,No,5,9,82.0
4,8.9,Yes,9,8,73.0
2,6.3,No,4,0,37.0
2,4.1,No,6,5,16.0
5,7.4,Yes,4,2,59.0
7,6.7,No,5,8,59.0
9,5.8,Yes,7,2,56.0
7,7.2,No,8,1,59.0
5,6.0,No,7,7,46.0
6,9.2,No,5,2,80.0
3,4.9,No,7,4,30.0
5,9.2,Yes,6,5,78.0
8,8.5,Yes,6,9,81.0
1,8.4,No,4,9,57.0
1,4.8,Yes,7,0,24.0
7,7.7,No,7,6,66.0
5,4.5,Yes,5,6,31.0
5,9.0,Yes,4,4,73.0
1,9.2,Yes,4,8,66.0
9,8.1,No,7,1,78.0
1,9.4,Yes,8,4,66.0
5,7.4,Yes,7,1,57.0
9,5.7,No,7,1,50.0
4,9.2,No,7,8,77.0
8,5.8,No,6,6,54.0
6,4.4,Yes,9,3,30.0
3,6.4,Yes,4,7,43.0
4,5.0,Yes,9,3,34.0
2,4.9,Yes,6,0,26.0
1,5.6,Yes,8,9,36.0
8,7.5,Yes,5,2,69.0
1,6.5,No,8,9,39.0
1,7.0,Yes,4,0,44.0
4,7.1,Yes,5,1,56.0
6,6.0,Yes,9,1,47.0
9,5.7,No,8,6,56.0
1,9.9,Yes,4,3,73.0
7,5.7,No,8,9,48.0
5,4.0,Yes,5,8,24.0
8,5.3,No,5,1,49.0
7,4.7,No,8,8,41.0
4,4.1,No,6,5,24.0
4,9.0,Yes,8,9,72.0
6,5.4,No,9,7,45.0
6,9.9,Yes,8,6,92.0
9,7.3,No,8,7,68.0
5,7.5,Yes,6,8,62.0
8,4.0,No,7,7,36.0
5,9.0,No,5,5,77.0
2,6.0,Yes,9,7,40.0
6,8.1,No,4,7,69.0
9,4.0,Yes,5,1,38.0
3,7.1,No,5,1,50.0
1,5.9,No,7,0,33.0
1,9.3,Yes,5,9,69.0
3,8.6,Yes,5,1,63.0
5,7.5,Yes,6,6,59.0
3,7.8,No,6,2,54.0
9,6.9,Yes,6,3,65.0
8,4.6,Yes,6,3,41.0
3,6.1,No,6,3,41.0
9,9.6,Yes,9,1,94.0
6,8.9,Yes,4,5,80.0
7,8.4,No,7,0,74.0
4,4.9,No,8,4,33.0
4,9.5,No,9,1,78.0
2,4.7,No,6,8,21.0
5,6.6,No,7,1,49.0
8,4.9,Yes,8,5,43.0
7,5.3,No,5,3,40.0
7,8.5,No,9,5,77.0
6,9.8,No,5,1,84.0
3,9.1,Yes,7,1,74.0
5,9.3,Yes,4,6,78.0
1,5.0,Yes,4,2,21.0
7,4.5,Yes,7,2,34.0
9,6.0,No,4,6,54.0
1,7.2,No,4,7,47.0
2,5.8,No,5,6,36.0
3,7.8,Yes,4,2,53.0
3,6.3,No,4,2,45.0
8,5.7,Yes,7,6,52.0
7,7.4,Yes,4,2,66.0
6,9.1,Yes,9,1,79.0
4,8.2,No,6,6,63.0
9,7.6,No,6,2,72.0
1,5.8,No,7,4,33.0
2,9.2,No,6,6,70.0
4,6.3,Yes,5,1,47.0
3,9.5,No,9,7,73.0
1,7.3,Yes,9,1,50.0
5,6.1,Yes,7,3,48.0
7,4.3,Yes,4,3,33.0
2,9.6,Yes,6,7,72.0
5,4.9,Yes,5,0,31.0
6,4.1,Yes,7,8,32.0
7,4.7,Yes,7,5,34.0
1,7.2,No,4,3,41.0
7,9.8,No,8,5,91.0
4,7.7,Yes,6,5,61.0
8,8.2,No,5,8,75.0
4,9.8,No,7,3,80.0
6,6.7,No,6,7,57.0
9,4.9,No,5,0,46.0
5,8.4,Yes,9,5,71.0
4,4.0,No,9,4,21.0
8,7.3,Yes,5,2,69.0
9,4.2,Yes,9,3,37.0
4,4.8,No,7,7,32.0
3,4.4,No,6,9,26.0
8,8.1,Yes,5,1,74.0
5,4.9,Yes,7,7,34.0
2,5.1,No,6,6,24.0
9,5.7,No,6,0,53.0
3,9.7,Yes,7,1,74.0
2,6.0,No,6,6,37.0
1,6.0,Yes,8,2,31.0
8,4.0,Yes,5,1,29.0
3,4.2,Yes,5,0,21.0
7,4.4,Yes,6,6,37.0
1,6.4,No,7,2,37.0
1,9.7,Yes,4,5,73.0
9,8.8,Yes,9,9,87.0
8,4.7,No,6,7,45.0
3,5.6,No,4,5,32.0
6,4.8,Yes,6,6,35.0
3,7.1,No,4,5,52.0
4,4.5,No,6,6,27.0
1,8.8,Yes,7,4,65.0
5,7.9,No,9,8,64.0
1,6.0,No,4,2,30.0
1,4.6,No,8,5,22.0
7,4.6,No,7,8,35.0
6,8.6,No,9,0,72.0
2,7.8,Yes,6,4,55.0
2,9.3,No,4,3,71.0
7,6.6,Yes,9,8,60.0
1,4.7,Yes,5,0,19.0
2,4.8,No,7,3,25.0
8,6.7,No,4,0,55.0
6,5.4,No,7,2,41.0
2,4.1,No,4,3,17.0
7,4.6,No,5,0,36.0
4,8.6,No,8,4,71.0
2,5.7,No,5,5,35.0
6,6.1,No,6,0,48.0
9,8.9,No,7,9,82.0
9,4.9,No,8,9,48.0
8,9.3,No,7,3,86.0
3,8.9,No,9,3,69.0
3,7.2,Yes,4,0,50.0
2,4.6,No,6,1,22.0
5,4.2,Yes,6,9,25.0
4,5.3,Yes,7,4,33.0
7,8.3,No,6,1,71.0
4,8.5,Yes,7,2,70.0
9,7.5,No,4,8,71.0
2,5.2,No,4,4,28.0
6,5.5,Yes,7,0,44.0
7,5.5,No,5,4,46.0
4,9.3,Yes,5,2,76.0
6,4.4,Yes,4,0,29.0
7,9.1,No,8,2,84.0
4,6.4,Yes,5,5,47.0
8,7.7,Yes,7,9,70.0
9,7.7,No,4,4,73.0
1,8.9,Yes,6,0,63.0
7,7.7,No,6,1,68.0
9,7.8,No,5,4,74.0
5,9.5,No,8,8,82.0
2,9.5,No,9,4,77.0
6,8.7,Yes,5,4,77.0
7,8.0,No,8,0,71.0
2,6.5,Yes,5,4,39.0
2,9.8,Yes,6,7,77.0
1,5.2,No,8,8,25.0
4,8.3,No,6,9,63.0
7,9.0,No,7,2,80.0
9,6.5,Yes,7,3,62.0
3,9.4,No,4,6,75.0
7,9.4,Yes,6,6,88.0
7,4.0,No,6,0,31.0
7,4.7,No,4,5,36.0
2,4.3,Yes,7,8,21.0
6,6.0,Yes,7,4,50.0
2,6.1,No,8,7,40.0
6,9.0,No,8,9,81.0
3,9.2,No,9,8,75.0
2,9.7,Yes,7,9,76.0
6,7.6,No,9,9,66.0
2,8.8,No,5,2,59.0
5,4.2,Yes,6,0,26.0
2,5.8,No,8,1,33.0
3,4.0,Yes,5,4,19.0
3,6.8,Yes,8,9,49.0
6,6.2,No,4,6,50.0
6,7.2,No,6,5,56.0
3,9.4,Yes,9,3,74.0
3,9.1,Yes,9,8,72.0
1,8.0,No,8,3,53.0
7,6.2,Yes,7,2,60.0
8,4.4,Yes,9,4,35.0
2,4.6,No,4,3,22.0
4,9.6,Yes,4,1,80.0
7,9.7,Yes,7,2,88.0
8,4.5,Yes,4,6,39.0
1,8.8,Yes,6,1,63.0
4,6.1,Yes,8,0,44.0
6,8.8,Yes,4,1,72.0
3,5.2,No,6,7,33.0
5,5.1,No,7,7,39.0
9,4.3,No,8,9,45.0
3,4.7,No,7,1,23.0
5,7.6,Yes,8,5,63.0
8,7.0,No,4,6,63.0
6,7.6,Yes,4,0,63.0
4,8.4,No,8,6,64.0
8,6.5,Yes,6,7,62.0
3,8.2,No,6,8,64.0
3,4.7,Yes,6,7,28.0
4,7.9,No,5,2,60.0
9,7.2,No,9,7,70.0
5,8.4,No,9,2,70.0
8,6.8,No,9,5,60.0
6,4.4,No,6,3,33.0
3,6.7,Yes,4,6,46.0
8,9.2,No,5,7,88.0
9,7.9,Yes,6,9,78.0
8,5.6,No,4,5,47.0
4,9.4,No,5,9,75.0
6,6.2,No,4,3,51.0
1,8.4,Yes,8,7,61.0
4,4.8,No,4,6,29.0
8,4.1,No,5,9,36.0
1,7.1,Yes,6,7,44.0
3,9.0,Yes,9,9,75.0
1,9.1,Yes,5,6,63.0
9,8.8,Yes,6,2,85.0
2,7.0,No,6,2,46.0
9,4.6,Yes,7,8,44.0
4,6.9,Yes,8,6,55.0
2,9.7,No,7,0,76.0
4,4.2,Yes,9,2,25.0
6,9.0,Yes,5,0,74.0
7,9.0,Yes,7,5,79.0
3,9.5,No,9,1,75.0
3,4.8,Yes,6,6,28.0
8,4.9,Yes,5,7,44.0
5,8.5,Yes,7,5,72.0
4,8.9,No,4,4,72.0
7,9.7,No,9,9,94.0
7,8.6,Yes,9,3,79.0
9,6.5,No,8,8,64.0
9,4.0,Yes,4,7,35.0
5,6.9,No,5,4,54.0
8,9.6,No,7,0,90.0
1,7.7,Yes,6,7,52.0
9,5.4,Yes,7,7,50.0
8,6.4,Yes,5,6,58.0
6,4.5,No,5,6,33.0
3,5.7,Yes,5,7,38.0
3,4.0,No,5,0,17.0
8,9.5,No,9,2,90.0
5,4.2,Yes,7,3,32.0
7,5.6,No,4,5,46.0
5,8.7,No,6,9,76.0
8,4.7,Yes,6,9,45.0
4,9.9,No,8,8,81.0
2,8.8,No,9,3,66.0
3,7.9,Yes,5,5,59.0
8,5.6,Yes,5,8,54.0
7,6.4,Yes,5,8,59.0
2,8.0,No,9,5,55.0
6,5.1,No,4,4,36.0
9,6.8,No,5,2,66.0
4,6.4,Yes,8,4,47.0
9,9.0,No,8,2,89.0
2,7.5,No,4,4,50.0
2,9.2,No,9,9,69.0
9,9.3,Yes,5,9,94.0
7,6.4,Yes,7,0,54.0
7,6.8,Yes,7,5,60.0
1,5.0,No,6,6,22.0
6,9.9,No,4,1,84.0
7,4.3,Yes,7,2,34.0
6,5.3,Yes,6,9,40.0
6,8.5,No,8,8,78.0
2,7.7,Yes,6,7,56.0
6,5.6,No,5,3,45.0
4,4.1,Yes,5,7,23.0
9,4.7,Yes,8,7,45.0
1,7.5,Yes,4,5,50.0
8,4.9,No,9,0,37.0
5,4.6,Yes,5,1,29.0
1,7.5,No,5,3,44.0
4,5.5,Yes,6,3,38.0
1,5.3,Yes,6,1,24.0
6,5.5,No,6,8,43.0
2,6.4,No,7,1,39.0
5,8.0,Yes,8,5,70.0
7,4.3,No,4,4,37.0
2,6.8,Yes,6,3,47.0
6,9.5,No,4,5,85.0
6,4.5,No,6,3,32.0
5,4.0,Yes,5,8,24.0
5,7.8,Yes,4,9,60.0
3,4.0,No,7,6,20.0
2,9.0,No,6,2,66.0
7,7.9,Yes,9,9,74.0
1,9.6,No,8,3,70.0
6,4.2,No,5,0,25.0
6,4.0,No,6,5,25.0
3,4.0,No,4,1,20.0
2,7.8,Yes,6,3,59.0
2,6.0,Yes,5,4,33.0
9,8.4,No,8,7,81.0
5,6.9,No,8,2,51.0
7,7.1,Yes,8,5,64.0
5,7.2,No,9,0,58.0
7,8.7,No,5,8,78.0
4,6.1,No,9,0,43.0
8,6.9,No,9,1,64.0
7,9.3,No,6,0,85.0
5,8.5,Yes,5,7,73.0
6,4.3,No,5,3,32.0
5,6.2,No,6,1,46.0
7,9.4,No,7,6,85.0
2,8.3,Yes,9,7,64.0
5,6.4,No,8,8,50.0
3,5.1,No,4,4,29.0
9,5.6,Yes,9,2,53.0
6,9.2,Yes,4,0,83.0
3,5.4,Yes,6,7,36.0
7,4.9,Yes,4,5,37.0
4,7.4,No,7,4,57.0
3,9.4,No,5,6,75.0
8,9.1,No,8,4,84.0
4,9.1,Yes,4,3,74.0
1,6.8,No,4,4,40.0
6,5.1,Yes,6,6,37.0
1,4.0,Yes,6,5,11.0
5,4.0,No,5,9,28.0
7,4.9,Yes,8,9,40.0
6,5.7,Yes,4,8,47.0
2,8.6,No,5,9,65.0
4,4.1,No,8,1,22.0
2,8.8,Yes,5,6,66.0
1,4.7,No,4,0,19.0
3,6.1,No,6,7,43.0
3,6.1,Yes,6,3,41.0
7,6.5,Yes,6,7,56.0
1,6.5,No,7,7,42.0
9,4.8,No,5,3,45.0
6,6.0,Yes,4,3,46.0
4,7.0,No,5,4,51.0
3,9.1,Yes,6,6,74.0
3,8.2,Yes,9,5,67.0
2,4.5,No,9,0,21.0
2,9.5,No,5,5,73.0
5,5.3,No,8,2,39.0
9,7.2,No,9,8,69.0
2,4.6,No,9,2,24.0
2,6.3,Yes,5,8,36.0
6,4.8,No,7,4,38.0
2,5.0,Yes,7,9,29.0
4,9.5,No,6,7,72.0
6,6.2,Yes,4,8,48.0
5,8.7,No,8,8,71.0
1,9.0,No,4,6,61.0
6,4.1,Yes,4,9,29.0
1,5.4,No,8,0,31.0
3,7.4,No,7,7,56.0
5,7.5,Yes,9,6,62.0
5,9.1,Yes,6,3,78.0
6,9.3,Yes,5,5,83.0
8,6.7,No,7,9,65.0
5,7.8,Yes,6,1,65.0
1,8.3,Yes,9,3,59.0
5,4.3,No,7,7,26.0
3,4.9,No,8,3,32.0
4,4.5,No,4,9,27.0
8,9.6,No,8,3,89.0
7,6.9,No,9,3,57.0
5,9.3,No,5,9,77.0
2,8.5,Yes,8,8,65.0
6,7.4,Yes,9,1,63.0
6,8.8,No,4,6,78.0
6,8.2,Yes,7,2,74.0
9,4.9,Yes,6,3,41.0
8,9.7,Yes,9,0,90.0
8,9.2,Yes,9,2,88.0
1,7.1,No,5,1,47.0
5,8.1,No,7,9,66.0
7,8.1,Yes,9,6,75.0
6,4.2,No,9,5,29.0
5,9.5,Yes,6,0,80.0
8,6.5,Yes,4,7,59.0
3,5.4,No,8,8,34.0
6,5.6,Yes,7,0,47.0
5,6.6,No,6,4,53.0
8,5.7,No,6,6,50.0
4,9.0,No,8,1,72.0
8,5.8,No,7,5,54.0
2,5.1,No,7,7,28.0
9,6.3,No,4,7,59.0
9,4.4,No,7,9,40.0
6,6.3,No,9,9,55.0
4,6.6,No,8,7,49.0
4,8.7,Yes,7,5,70.0
6,6.9,No,4,5,57.0
5,5.4,Yes,6,2,39.0
6,8.6,No,9,1,75.0
7,9.8,Yes,7,4,87.0
7,7.7,No,8,8,70.0
9,8.3,No,7,3,76.0
8,7.3,No,5,4,68.0
6,6.6,Yes,4,5,53.0
6,5.9,Yes,6,5,48.0
5,8.0,No,5,3,63.0
1,7.1,Yes,8,3,47.0
9,4.3,No,7,7,38.0
9,4.4,Yes,4,4,43.0
9,9.2,Yes,9,4,90.0
8,9.7,Yes,7,8,95.0
3,4.7,No,7,3,24.0
1,6.1,Yes,7,6,35.0
8,8.1,Yes,9,4,75.0
7,4.6,No,7,8,37.0
5,6.1,No,4,7,46.0
7,8.5,Yes,9,7,80.0
4,6.9,Yes,9,9,55.0
9,7.6,No,5,9,71.0
2,5.5,No,8,2,32.0
9,5.4,No,9,8,51.0
9,4.4,No,5,7,43.0
5,4.2,No,4,2,23.0
1,6.2,Yes,8,9,37.0
7,4.9,No,9,0,40.0
4,4.4,No,6,4,24.0
9,6.2,Yes,5,3,60.0
6,5.4,No,4,7,44.0
3,5.7,No,4,5,34.0
6,6.4,No,4,9,51.0
6,4.7,Yes,8,4,39.0
5,7.0,No,7,8,57.0
2,6.0,No,6,5,36.0
2,4.1,No,8,2,16.0
7,6.1,No,8,5,52.0
2,4.7,Yes,9,3,25.0
6,6.2,Yes,5,4,51.0
5,7.1,No,6,5,56.0
4,4.7,No,4,8,27.0
7,4.3,No,8,2,33.0
8,6.9,No,6,0,60.0
4,5.8,No,5,1,39.0
1,6.2,No,7,7,41.0
1,5.7,No,6,3,35.0
1,9.2,Yes,4,6,67.0
1,6.8,No,8,1,39.0
5,6.2,Yes,7,9,51.0
4,7.2,Yes,5,7,56.0
9,9.1,No,4,9,93.0
3,8.6,Yes,7,8,68.0
7,5.7,Yes,9,6,49.0
8,9.3,Yes,9,9,88.0
6,8.3,No,5,0,72.0
1,7.2,Yes,4,1,44.0
8,4.6,Yes,8,8,41.0
3,9.0,No,5,9,69.0
8,6.7,No,7,6,66.0
4,4.0,Yes,4,2,20.0
8,9.5,No,9,4,92.0
1,7.8,No,9,0,53.0
3,7.3,Yes,6,9,50.0
6,7.8,Yes,4,2,70.0
9,5.8,Yes,7,3,51.0
2,7.0,No,7,3,45.0
1,5.2,Yes,6,6,25.0
3,9.6,Yes,7,4,75.0
4,6.3,No,4,8,45.0
5,4.4,No,9,6,29.0
3,6.2,No,5,1,43.0
2,5.8,No,9,7,38.0
2,4.0,Yes,9,1,16.0
7,7.2,Yes,4,6,61.0
9,9.8,Yes,7,4,95.0
2,8.9,No,6,9,65.0
7,9.5,Yes,6,5,85.0
7,7.2,No,8,3,66.0
7,7.1,No,6,4,61.0
3,9.8,No,6,4,79.0
7,6.7,Yes,7,6,59.0
1,7.6,No,5,3,52.0
1,8.0,Yes,5,4,56.0
5,5.1,Yes,7,3,37.0
2,4.8,Yes,6,3,29.0
9,8.9,No,4,7,84.0
7,9.4,Yes,9,4,87.0
4,5.0,Yes,9,8,36.0
4,7.2,No,5,4,56.0
2,5.8,Yes,7,7,34.0
5,9.3,No,4,2,77.0
4,9.6,Yes,6,6,80.0
1,8.1,No,7,0,59.0
8,7.3,No,5,4,68.0
3,4.6,No,4,1,26.0
6,7.0,No,4,7,57.0
4,9.1,No,5,5,72.0
9,4.1,Yes,4,4,36.0
7,5.8,Yes,9,2,51.0
9,7.7,Yes,5,0,76.0
3,7.1,Yes,9,9,51.0
1,4.9,No,7,9,28.0
5,8.0,No,8,9,69.0
3,4.7,Yes,6,9,30.0
6,6.5,No,7,7,56.0
8,6.9,Yes,9,4,64.0
4,5.0,No,6,8,33.0
5,8.0,No,6,6,67.0
5,5.9,Yes,9,0,45.0
4,9.9,Yes,9,0,84.0
4,5.9,No,5,6,40.0
4,4.8,Yes,8,6,33.0
4,4.7,Yes,9,8,31.0
4,9.9,Yes,6,1,81.0
5,5.4,Yes,6,6,38.0
2,7.3,No,7,1,48.0
2,6.3,No,8,9,39.0
9,7.2,No,8,9,71.0
2,8.0,No,6,1,55.0
6,8.0,Yes,8,4,70.0
2,8.4,Yes,7,8,65.0
5,7.9,Yes,5,8,65.0
4,6.6,No,6,9,49.0
7,6.0,No,4,0,49.0
7,4.4,No,6,6,35.0
6,7.4,No,6,9,62.0
5,6.0,Yes,5,9,48.0
1,4.3,Yes,9,2,18.0
3,8.8,Yes,9,9,70.0
9,8.7,No,4,9,83.0
1,5.5,No,4,0,29.0
5,9.6,No,4,1,79.0
2,7.0,No,9,5,49.0
4,6.5,No,5,9,49.0
1,9.1,No,8,1,63.0
3,7.4,Yes,4,1,50.0
7,4.5,No,8,3,36.0
3,7.2,No,7,2,53.0
4,6.0,No,5,7,39.0
2,5.5,Yes,8,7,32.0
3,8.6,Yes,9,5,69.0
9,7.8,No,9,3,74.0
3,7.3,Yes,4,6,55.0
5,8.1,Yes,4,8,72.0
2,9.6,Yes,8,1,72.0
4,9.9,No,9,5,86.0
7,5.4,Yes,8,6,47.0
7,4.5,Yes,7,0,34.0
3,4.1,Yes,5,5,24.0
5,6.3,No,9,7,51.0
1,9.5,Yes,6,6,73.0
1,8.8,No,9,1,68.0
5,6.7,Yes,7,1,52.0
9,4.0,No,9,3,38.0
1,4.0,No,7,4,11.0
1,6.7,No,9,4,41.0
4,7.5,No,7,1,57.0
4,5.9,No,4,6,41.0
2,8.7,Yes,8,7,62.0
9,4.7,Yes,9,1,48.0
9,4.0,Yes,5,3,37.0
2,6.5,No,4,2,41.0
9,9.0,No,7,3,91.0
6,8.2,No,5,4,73.0
8,8.8,Yes,4,5,82.0
4,6.4,No,6,1,44.0
2,4.9,No,9,9,29.0
2,5.1,No,9,5,32.0
9,8.0,No,7,8,78.0
1,4.6,Yes,4,7,21.0
7,5.1,No,4,0,43.0
3,8.6,No,7,8,69.0
3,7.9,No,6,9,56.0
2,5.6,No,9,1,31.0
6,4.4,Yes,8,0,36.0
2,5.3,No,6,5,30.0
4,7.3,Yes,7,0,56.0
9,8.7,Yes,8,5,87.0
9,5.6,No,4,1,54.0
6,7.4,No,6,6,61.0
4,9.4,Yes,6,6,77.0
7,4.0,No,9,3,30.0
1,9.8,No,9,1,69.0
4,8.9,Yes,8,6,74.0
5,8.9,Yes,4,0,72.0
8,7.5,Yes,6,1,71.0
2,5.4,Yes,8,1,30.0
5,9.9,Yes,6,0,82.0
6,5.8,Yes,9,8,51.0
5,9.0,No,4,5,76.0
9,8.1,No,4,2,76.0
1,4.4,No,5,5,17.0
3,5.8,No,8,6,40.0
2,8.2,No,9,2,63.0
3,7.8,No,9,3,60.0
9,4.4,No,9,9,44.0
9,9.1,No,7,0,87.0
2,5.1,No,6,5,27.0
3,5.8,Yes,4,5,30.0
4,8.6,Yes,6,8,68.0
9,5.1,No,6,1,44.0
3,7.5,No,7,4,53.0
7,5.1,Yes,4,4,40.0
3,5.7,Yes,5,6,36.0
7,8.8,Yes,9,4,79.0
7,9.0,No,8,9,86.0
9,8.7,Yes,6,3,85.0
2,8.2,Yes,7,9,61.0
6,7.3,Yes,7,1,63.0
9,8.7,No,8,7,82.0
2,7.2,Yes,8,4,47.0
2,8.8,No,4,3,66.0
5,5.7,Yes,6,8,48.0
8,9.6,Yes,6,1,90.0
9,6.8,No,8,2,70.0
2,8.4,Yes,9,7,64.0
5,4.4,Yes,5,3,27.0
7,6.4,Yes,6,8,58.0
6,6.3,No,7,9,48.0
6,6.8,No,9,9,57.0
7,9.8,No,8,9,90.0
3,7.7,Yes,6,9,56.0
3,7.2,No,4,8,50.0
9,4.9,Yes,8,9,48.0
8,7.6,Yes,7,8,74.0
5,9.9,Yes,4,0,86.0
6,7.2,Yes,8,5,59.0
1,6.2,Yes,8,9,43.0
1,9.7,Yes,6,5,75.0
4,5.0,Yes,4,7,32.0
2,6.3,Yes,8,6,44.0
7,6.3,No,9,6,54.0
2,4.6,No,7,1,24.0
2,8.9,Yes,4,3,61.0
5,6.0,No,9,0,45.0
4,5.9,No,6,6,44.0
8,9.2,No,5,3,84.0
4,4.9,Yes,8,8,32.0
6,6.4,No,5,5,50.0
5,8.6,Yes,8,5,73.0
2,7.5,No,9,8,52.0
8,8.7,No,6,7,85.0
2,8.6,No,6,5,61.0
9,5.4,Yes,6,5,52.0
9,8.3,Yes,6,5,82.0
3,7.9,Yes,4,3,57.0
4,7.9,Yes,4,4,58.0
8,8.9,Yes,8,2,83.0
9,4.5,Yes,4,8,41.0
3,7.6,Yes,8,1,58.0
5,4.1,Yes,4,6,25.0
8,5.1,Yes,4,0,43.0
3,9.7,No,4,9,74.0
7,4.3,No,7,6,34.0
8,6.2,Yes,6,1,58.0
3,5.2,No,7,4,34.0
2,5.6,No,4,0,30.0
7,7.0,Yes,4,4,62.0
9,5.5,Yes,7,3,52.0
1,8.0,No,9,0,56.0
3,6.5,Yes,8,0,45.0
5,6.7,No,6,6,51.0
3,4.0,Yes,8,2,18.0
1,8.6,No,9,9,64.0
7,5.1,Yes,6,8,38.0
7,7.6,No,5,8,69.0
8,9.4,No,6,9,89.0
5,9.5,No,8,8,81.0
5,8.9,No,6,0,76.0
